File Name,Supplier Name,Invoice Number,Invoice Date,SIRET,Echeance,Invoice Content,TVA Percentage,TVA Amount,Total Amount,Payment Status,Solde du,Notes
FR_invoice_real_037.pdf,BRICORAMA FRANCE,PDBEDI1106000117,,40668031401116,06/09/2018,,10,10.00,60.00,UNKNOWN,60.00,chorus_parsed
FR_invoice_real_038.pdf,BRICORAMA FRANCE,PBREDI1106000241,,40668031401116,06/09/2018,,20,20.00,120.00,UNKNOWN,120.00,chorus_parsed
FR_invoice_real_039.pdf,BRICORAMA FRANCE,PDBEDI1106000118,,40668031401116,06/09/2018,,,,-120.00,UNKNOWN,-120.00,chorus_parsed
FR_invoice_real_040.pdf,BRICORAMA FRANCE,PBREDI1106000232,,40668031401116,06/09/2018,,20,20.00,120.00,UNKNOWN,120.00,chorus_parsed
FR_invoice_real_041.pdf,BRICORAMA FRANCE,PDBEDI1106000285,,40668031401116,06/09/2018,,20,20.00,120.00,UNKNOWN,120.00,chorus_parsed
FR_invoice_real_042.pdf,BRICORAMA FRANCE,PDBEDI1106000145,,40668031401116,06/09/2018,,20,20.00,120.00,UNKNOWN,120.00,chorus_parsed
FR_invoice_real_043.pdf,BRICORAMA FRANCE,PDBEDI1106000313,,40668031401116,06/09/2018,,20,40.00,240.00,UNKNOWN,240.00,chorus_parsed
FR_invoice_real_044.pdf,Samsung Mobile Phone,,,81034732800017,06/09/2018,,,,120.00,UNKNOWN,120.00,chorus_parsed
FR_invoice_real_045.pdf,EDF,00000000000,28/01/2017,,13/02/2017,Gaz naturel à prix fixe,,410.57,2602.89,UNPAID,6743.96,hand_read
FR_invoice_real_046.pdf,EDF,00000000000,20/01/2017,,06/02/2017,Contrat élec. Reconductible,20,943.30,5659.82,UNPAID,,hand_read
FR_invoice_real_047.pdf,EDF,139,27/02/2017,,14/03/2017,Garanti Pro,,76.28,494.13,UNPAID,,hand_read
FR_invoice_real_049.pdf,Iberdrola Energie France,2322030161005917,01/03/2022,,16/03/2022,Electricité,,5.58,42.12,UNPAID,45.31,hand_read
FR_invoice_real_050.pdf,LE FOURNISSEUR,F20220023,31/01/2022,123456782,02/03/2022,,20; 0; 10,4.90,104.90,UNKNOWN,104.90,facturx_xml
FR_invoice_real_051.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,Nougat de l'Abbaye 250g; Huile d'olive à l'ancienne,20; 5.50,-14.99,-233.47,UNKNOWN,-233.47,facturx_xml
FR_invoice_real_052.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,,20; 5.50,-14.99,-233.47,UNKNOWN,-233.47,facturx_xml
FR_invoice_real_053.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,Nougat de l'Abbaye 250g; Huile d'olive à l'ancienne,20; 5.50,-14.99,-233.47,UNKNOWN,-233.47,facturx_xml
FR_invoice_real_054.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,,,,,-233.47,UNKNOWN,-233.47,facturx_xml
FR_invoice_real_055.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,Nougat de l'Abbaye 250g; Huile d'olive à l'ancienne,20; 5.50,14.99,233.47,UNKNOWN,233.47,facturx_xml
FR_invoice_real_056.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,,20; 5.50,14.99,233.47,UNKNOWN,233.47,facturx_xml
FR_invoice_real_057.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,16/11/2017,Nougat de l'Abbaye 250g; Huile d'olive à l'ancienne,20; 5.50,14.99,233.47,UNKNOWN,233.47,facturx_xml
FR_invoice_real_058.pdf,Au bon moulin,AV-2017-0005,16/11/2017,99999999800010,,,,,233.47,UNKNOWN,233.47,facturx_xml
FR_invoice_real_059.pdf,Au bon moulin,FA-2017-0009,05/11/2017,99999999800010,05/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,0,0.00,530.75,UNKNOWN,383.75,facturx_xml
FR_invoice_real_060.pdf,Au bon moulin,FA-2017-0009,05/11/2017,99999999800010,05/12/2017,,0,0.00,530.75,UNKNOWN,383.75,facturx_xml
FR_invoice_real_061.pdf,Au bon moulin,FA-2017-0009,05/11/2017,99999999800010,05/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,0,0.00,530.75,UNKNOWN,383.75,facturx_xml
FR_invoice_real_062.pdf,Au bon moulin,FA-2017-0009,05/11/2017,99999999800010,,,,,530.75,UNKNOWN,383.75,facturx_xml
FR_invoice_real_063.pdf,Au bon moulin,FA-2017-0010,13/11/2017,99999999800010,13/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,20; 5.50,46.25,671.15,UNKNOWN,470.15,facturx_xml
FR_invoice_real_064.pdf,Au bon moulin,FA-2017-0010,13/11/2017,99999999800010,13/12/2017,,20; 5.50,46.25,671.15,UNKNOWN,470.15,facturx_xml
FR_invoice_real_065.pdf,Au bon moulin,FA-2017-0010,13/11/2017,99999999800010,13/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,20; 5.50,46.25,671.15,UNKNOWN,470.15,facturx_xml
FR_invoice_real_066.pdf,Au bon moulin,FA-2017-0010,13/11/2017,99999999800010,,,,,671.15,UNKNOWN,470.15,facturx_xml
FR_invoice_real_067.pdf,Au bon moulin,FA-2017-0008,03/11/2017,99999999800010,03/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,0,0.00,2076.76,UNKNOWN,1453.76,facturx_xml
FR_invoice_real_068.pdf,Au bon moulin,FA-2017-0008,03/11/2017,99999999800010,03/12/2017,,0,0.00,2076.76,UNKNOWN,1453.76,facturx_xml
FR_invoice_real_069.pdf,Au bon moulin,FA-2017-0008,03/11/2017,99999999800010,03/12/2017,Nougat de l'Abbaye 250g; Biscuits aux raisins 300g; Huile d'olive à l'ancienne,0,0.00,2076.76,UNKNOWN,1453.76,facturx_xml
FR_invoice_real_070.pdf,Au bon moulin,FA-2017-0008,03/11/2017,99999999800010,,,,,2076.76,UNKNOWN,1453.76,facturx_xml
FR_invoice_real_072.pdf,Société Hôtelière du Pacano,2023-6013,20/09/2023,12345682400016,19/10/2023,Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,10; 0,123.54,1368.84,UNPAID,915.86,hand_read
FR_invoice_real_073.pdf,Société Hôtelière du Pacano,2023-6013,20/09/2023,12345682400016,19/10/2023,Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,10; 0,123.54,1368.84,UNKNOWN,915.86,facturx_xml
FR_invoice_real_074.pdf,Société Hôtelière du Pacano,2023-6026,28/09/2023,12345682400016,28/10/2023,Chambre du 27/09/2023 au 28/09/2023; Forfait taxe de séjour,10; 0,20.59,228.14,UNPAID,228.14,hand_read
FR_invoice_real_075.pdf,Société Hôtelière du Pacano,2023-6013,20/09/2023,12345682400016,19/10/2023,Chambre du 09/08/2023 au 15/08/2023; Forfait taxe de séjour,10; 0,121.54,1368.84,UNKNOWN,915.86,facturx_xml
FR_invoice_real_076.pdf,LE FOURNISSEUR,F20260023,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES PAPIER; APPEL,0; 10; 20,4.90,104.90,UNKNOWN,104.90,facturx_xml
FR_invoice_real_077.pdf,LE FOURNISSEUR,F20260024,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES PAPIER; APPEL,0; 20,8.00,108.00,UNKNOWN,108.00,facturx_xml
FR_invoice_real_078.pdf,LE FOURNISSEUR,F20260025,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,20,20.00,120.00,UNKNOWN,100.00,facturx_xml
FR_invoice_real_079.pdf,LE FOURNISSEUR,F20260026,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,0,0.00,100.00,UNKNOWN,90.00,facturx_xml
FR_invoice_real_080.pdf,LE FOURNISSEUR,F20260027,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,10,10.00,110.00,UNKNOWN,100.00,facturx_xml
FR_invoice_real_081.pdf,LE FOURNISSEUR,F20260028,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,10,10.00,110.00,UNKNOWN,100.00,facturx_xml
FR_invoice_real_082.pdf,LE FOURNISSEUR,F20260029,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,0,0.00,-100.00,UNKNOWN,-90.00,facturx_xml
FR_invoice_real_083.pdf,LE FOURNISSEUR,F20260030,31/01/2026,123456782,02/03/2026,PRESTATION SUPPORT; FOURNITURES DIVERSES; APPEL,,,100.00,UNKNOWN,90.00,facturx_xml
FR_invoice_real_084.pdf,LE FOURNISSEUR,F20260031,31/01/2026,123456782,02/03/2026,REMBOURSEMENT AFFRANCHISSEMENT; FOURNITURES DIVERSES; APPEL,0; 20; 10,7.02,107.82,UNKNOWN,107.82,facturx_xml
FR_invoice_img_real_010.jpg,,FC20251175,28/04/2025,,28/05/2025,AUDIT INITIAL ISO 19443 Etape 1 & Etape 2; Certification ISO 9001 version 2015,20,672.41,4034.46,UNPAID,4034.46,hand_read
FR_invoice_img_real_012.jpg,,,,,15/11/2025,"SCIE RADIALE 1800W D355MM MKAS35 +2 LAMES; LAME SCIE D355X25,4X2,2MM 66 DTS ACIER; LAME SCIE D355X25,4X2,2MM 66 DTS ACIER",20,,,UNKNOWN,,hand_read
FR_invoice_img_real_015.jpg,,FC20251175,28/04/2025,,28/05/2025,AUDIT INITIAL ISO 19443 Etape 1 & Etape 2; Certification ISO 9001 version 2015,20,672.41,4034.46,UNPAID,4034.46,hand_read
FR_invoice_img_real_016.jpg,,,,,15/11/2025,,20,419.80,2518.81,UNKNOWN,,hand_read
FR_invoice_img_real_017.jpeg,Transport Frigorifique Marchand,TFM-2024-0456,28/05/2024,77745678900390,28/06/2024,Transport réfrigéré Lille-Paris (×3 trajets); Assurance marchandise périssable; Supplément week-end,20,221.00,1326.00,UNKNOWN,,hand_read
FR_invoice_img_real_018.jpeg,Institut de Formation Continue Lyon,IFC-2024-0078,06/06/2024,77789012700490,06/07/2024,Formation Gestion d'Entreprise (5 jours); Support de cours et documentation; Attestation et certification,20,545.00,3270.00,PAID,,hand_read
FR_invoice_img_real_019.jpeg,Boulangerie Maison Renard,BMR-2024-0601,01/06/2024,11134567800478,16/06/2024,Pain au levain (×20 kg); Viennoiseries mixtes (×100); Gâteaux sur commande (×3),5.5,32.84,629.84,PAID,,hand_read
FR_invoice_img_real_020.jpeg,Taxi & Transfert Moreau,TTM-2024-1456,08/06/2024,33356789500501,23/06/2024,Transfert aéroport CDG (×5 courses); Mise à disposition journée (8h); Supplément bagages,10,89.00,979.00,PAID,,hand_read
FR_invoice_img_real_021.jpeg,Rénovation Habitat Duval SARL,RHD-2024-0389,10/06/2024,66623567800512,10/07/2024,Ravalement façade 20m; Isolation thermique extérieure; Échafaudage location (3 semaines); Nettoyage et évacuation,10,939.00,10329.00,UNPAID,7230.30,hand_read
FR_invoice_img_real_022.jpeg,Cabinet Juridique Fontaine,CJF-2024-0234,03/06/2024,44478901300489,03/07/2024,Rédaction contrat travail CDI; Consultation droit commercial (2h); Dossier contentieux — phase 1,20,560.00,3360.00,UNKNOWN,,hand_read
FR_invoice_img_real_023.jpeg,Cabinet Comptable Girard & Associés,CGA-2024-0178,08/05/2024,88834567900290,08/06/2024,Bilan comptable annuel 2023; Déclaration TVA trimestrielle (×4); Conseil fiscal — 3 séances,20,730.00,4380.00,PAID,,hand_read
FR_invoice_img_real_024.jpeg,Optique Centrale Leclerc,OCL-2024-0623,10/05/2024,33378901200301,25/05/2024,Montures Ralph Lauren modèle 456; Verres progressifs anti-reflets (×2); Étui et chiffon inclus,20,124.60,747.60,PAID,,hand_read
FR_invoice_img_real_025.jpeg,Agence Immobilière Soleil,AIS-2024-0089,12/05/2024,66690123400312,12/06/2024,Honoraires location appartement T3; État des lieux entrée; Rédaction bail 3 ans,20,360.00,2160.00,PAID,,hand_read
FR_invoice_img_real_026.jpeg,Pharmacie du Vieux-Port,PVP-2024-0934,14/05/2024,99912345500323,29/05/2024,Médicaments ordonnance — lot 1; Vitamines complexe B (×2 boîtes); Pansements et antiseptique,5.5,5.07,97.17,PAID,,hand_read
FR_invoice_img_real_027.jpeg,Traiteur Oriental Benali,TOB-2024-0267,16/05/2024,44445678900334,31/05/2024,Couscous royal (×40 portions); Pastilla au poulet (×20); Desserts orientaux assortiment; Service et livraison,10,81.50,896.50,UNKNOWN,,hand_read
FR_invoice_img_real_028.jpeg,École de Conduite Liberté,ECL-2024-0445,18/05/2024,77756789000345,18/06/2024,Forfait 20h conduite accompagnée; Examen code de la route; Frais examen préfecture,20,159.00,954.00,PAID,,hand_read
FR_invoice_img_real_029.jpeg,Électricité Générale Renaud,EGR-2024-0334,24/05/2024,99978901300378,08/06/2024,Câblage tableau électrique 3 phases; Installation prises industrielles (×8); Main d'œuvre (10h); Certificat conformité Consuel,20,482.00,2892.00,PAID,,hand_read
FR_invoice_img_real_030.jpeg,Librairie Papeterie Michelet,LPM-2024-0712,22/05/2024,66612456700367,06/06/2024,Manuels scolaires 3ème (×25); Cahiers et fournitures lot; Dictionnaires Larousse (×10),5.5,54.97,1054.47,UNKNOWN,,hand_read
FR_invoice_img_real_031.jpeg,Plomberie Sanitaire Lecomte,PSL-2024-0189,20/05/2024,33323456800356,04/06/2024,Remplacement chauffe-eau 200L; Main d'œuvre pose (4h); Mise en conformité NF; Déplacement,10,107.00,1177.00,PAID,,hand_read
