Invoice,Field,Extracted,Ground Truth,Match
FR_invoice_img_synth_015,total_amount,26439.55,26439.55,YES
FR_invoice_img_synth_015,payment_status,PAID,PAID,YES
FR_invoice_img_synth_015,solde_du,0.00,,NO
FR_invoice_img_synth_016,supplier_name,Lefèvre SARL,Lefèvre SARL,YES
FR_invoice_img_synth_016,invoice_number,Facture,F-2025-5963,NO
FR_invoice_img_synth_016,invoice_date,28/08/2025,28/08/2025,YES
FR_invoice_img_synth_016,siret,23786172309220,23786172309220,YES
FR_invoice_img_synth_016,echeance,27/10/2025,27/10/2025,YES
FR_invoice_img_synth_016,invoice_content,"[{'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2025', 'unit_price': '5963'}, {'description': ""Date d'émission : //"", 'quantity': '08', 'unit_price': '2025'}, {'description': 'Échéance : //', 'quantity': '10', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '1', 'unit_price': '462.44'}, {'description': '€ €', 'quantity': '22', 'unit_price': '244.56'}, {'description': '€ €', 'quantity': '45,99', 'unit_price': '735.84'}, {'description': '€ €', 'quantity': '3', 'unit_price': '631.50'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Hébergement web; Installation réseau; Maintenance annuelle; Création graphique,NO
FR_invoice_img_synth_016,tva_percentage,20,20,YES
FR_invoice_img_synth_016,tva_amount,5614.87,5614.87,YES
FR_invoice_img_synth_016,total_amount,33689.21,33689.21,YES
FR_invoice_img_synth_016,payment_status,PAID,PAID,YES
FR_invoice_img_synth_016,solde_du,0.00,,NO
FR_invoice_img_synth_017,supplier_name,Bonnin SASU FACTURE,Bonnin SASU,YES
FR_invoice_img_synth_017,invoice_number,,FAC-2025-3245,NO
FR_invoice_img_synth_017,invoice_date,22/07/2025,22/07/2025,YES
FR_invoice_img_synth_017,siret,05505476750720,05505476750720,YES
FR_invoice_img_synth_017,echeance,21/08/2025,21/08/2025,YES
FR_invoice_img_synth_017,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Nettoyage de locau € €', 'quantity': '1', 'unit_price': '653.72'}, {'description': 'Fourniture de matériel € €', 'quantity': '85', 'unit_price': '074.69'}, {'description': 'Hébergement web € €', 'quantity': '18,61', 'unit_price': '837.45'}, {'description': 'Support technique € €', 'quantity': '1', 'unit_price': '351.98'}, {'description': 'Audit de sécurité € €', 'quantity': '4', 'unit_price': '193.91'}, {'description': 'Maintenance annuelle € €', 'quantity': '25', 'unit_price': '748.50'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Nettoyage de locaux; Fourniture de matériel; Hébergement web; Support technique; Audit de sécurité; Maintenance annuelle,YES
FR_invoice_img_synth_017,tva_percentage,20,20,YES
FR_invoice_img_synth_017,tva_amount,13772.05,13772.05,YES
FR_invoice_img_synth_017,total_amount,82632.30,82632.30,YES
FR_invoice_img_synth_017,payment_status,PAID,PAID,YES
FR_invoice_img_synth_017,solde_du,0.00,,NO
FR_invoice_img_synth_018,supplier_name,Chevallier EURL FACTURE,Chevallier EURL,YES
FR_invoice_img_synth_018,invoice_number,,FC-2025-6025,NO
FR_invoice_img_synth_018,invoice_date,19/07/2025,19/07/2025,YES
FR_invoice_img_synth_018,siret,25374305034662,25374305034662,YES
FR_invoice_img_synth_018,echeance,13/06/2026,13/06/2026,YES
FR_invoice_img_synth_018,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '———', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil € €', 'quantity': '1', 'unit_price': '373.90'}, {'description': 'Formation professionnelle € €', 'quantity': '24', 'unit_price': '571.33'}, {'description': 'Développement logiciel € €', 'quantity': '10', 'unit_price': '180.62'}, {'description': 'Nettoyage de locau € €', 'quantity': '1', 'unit_price': '064.90'}, {'description': 'Support technique € €', 'quantity': '219,63', 'unit_price': '658.89'}, {'description': 'Prestation de conseil € €', 'quantity': '8', 'unit_price': '247.78'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Prestation de conseil; Formation professionnelle; Développement logiciel; Nettoyage de locaux; Support technique; Prestation de conseil,YES
FR_invoice_img_synth_018,tva_percentage,20,20,YES
FR_invoice_img_synth_018,tva_amount,9219.48,9219.48,YES
FR_invoice_img_synth_018,total_amount,55316.90,55316.90,YES
FR_invoice_img_synth_018,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_018,solde_du,55316.90,55316.90,YES
FR_invoice_img_synth_019,supplier_name,Imbert SASU,Imbert SASU,YES
FR_invoice_img_synth_019,invoice_number,F-2024-6341,F-2024-6341,YES
FR_invoice_img_synth_019,invoice_date,18/12/2024,18/12/2024,YES
FR_invoice_img_synth_019,siret,71130662212602,71130662212602,YES
FR_invoice_img_synth_019,echeance,08/12/2025,08/12/2025,YES
FR_invoice_img_synth_019,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil € €', 'quantity': '16', 'unit_price': '860.60'}, {'description': 'Hébergement web € €', 'quantity': '608,12', 'unit_price': '15811.12'}, {'description': 'Rédaction de contenu € €', 'quantity': '1', 'unit_price': '636.20'}, {'description': 'Audit de sécurité € €', 'quantity': '9', 'unit_price': '476.82'}, {'description': 'Prestation de conseil € €', 'quantity': '13', 'unit_price': '498.08'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Prestation de conseil; Hébergement web; Rédaction de contenu; Audit de sécurité; Prestation de conseil,YES
FR_invoice_img_synth_019,tva_percentage,5.5,5.5,YES
FR_invoice_img_synth_019,tva_amount,,3150.56,NO
FR_invoice_img_synth_019,total_amount,60433.38,60433.38,YES
FR_invoice_img_synth_019,payment_status,PAID,PAID,YES
FR_invoice_img_synth_019,solde_du,0.00,,NO
FR_invoice_img_synth_020,supplier_name,Morel SARL,Morel SARL,YES
FR_invoice_img_synth_020,invoice_number,Facture,F-2024-3795,NO
FR_invoice_img_synth_020,invoice_date,30/07/2024,30/07/2024,YES
FR_invoice_img_synth_020,siret,16136325502049,16136325502049,YES
FR_invoice_img_synth_020,echeance,03/10/2024,03/10/2024,YES
FR_invoice_img_synth_020,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel € €', 'quantity': '5', 'unit_price': '936.22'}, {'description': 'Transport de marchandises € €', 'quantity': '9', 'unit_price': '902.08'}, {'description': 'Audit de sécurité € €', 'quantity': '30', 'unit_price': '603.96'}, {'description': 'Prestation de conseil € €', 'quantity': '14', 'unit_price': '277.90'}, {'description': 'Formation professionnelle € €', 'quantity': '27', 'unit_price': '294.96'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Fourniture de matériel; Transport de marchandises; Audit de sécurité; Prestation de conseil; Formation professionnelle,YES
FR_invoice_img_synth_020,tva_percentage,20,20,YES
FR_invoice_img_synth_020,tva_amount,17603.02,17603.02,YES
FR_invoice_img_synth_020,total_amount,105618.14,105618.14,YES
FR_invoice_img_synth_020,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_020,solde_du,105618.14,105618.14,YES
FR_invoice_img_synth_021,supplier_name,Samson SASU,Samson SASU,YES
FR_invoice_img_synth_021,invoice_number,F-2026-9649,F-2026-9649,YES
FR_invoice_img_synth_021,invoice_date,12/04/2026,12/04/2026,YES
FR_invoice_img_synth_021,siret,24210608343056,24210608343056,YES
FR_invoice_img_synth_021,echeance,06/07/2026,06/07/2026,YES
FR_invoice_img_synth_021,invoice_content,"[{'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Création graphique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : F--', 'quantity': '2026', 'unit_price': '9649'}, {'description': 'Date : //', 'quantity': '04', 'unit_price': '2026'}, {'description': 'Échéance : //', 'quantity': '07', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '6', 'unit_price': '667.58'}, {'description': '€ €', 'quantity': '11', 'unit_price': '809.25'}, {'description': '€ €', 'quantity': '5', 'unit_price': '320.50'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Installation réseau; Prestation de conseil; Création graphique,NO
FR_invoice_img_synth_021,tva_percentage,20,20,YES
FR_invoice_img_synth_021,tva_amount,4759.47,4759.47,YES
FR_invoice_img_synth_021,total_amount,28556.80,28556.80,YES
FR_invoice_img_synth_021,payment_status,PAID,PAID,YES
FR_invoice_img_synth_021,solde_du,0.00,,NO
FR_invoice_img_synth_022,supplier_name,Legros EURL,Legros EURL,YES
FR_invoice_img_synth_022,invoice_number,Facture,F-2025-7839,NO
FR_invoice_img_synth_022,invoice_date,09/12/2025,09/12/2025,YES
FR_invoice_img_synth_022,siret,11015720559198,11015720559198,YES
FR_invoice_img_synth_022,echeance,12/01/2026,12/01/2026,YES
FR_invoice_img_synth_022,invoice_content,"[{'description': 'Nettoyage de locaux', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Nettoyage de locaux', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '48', 'unit_price': '981.10'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'N° Facture : F--', 'quantity': '2025', 'unit_price': '7839'}, {'description': 'Date : //', 'quantity': '12', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '01', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '24', 'unit_price': '362.80'}, {'description': '€ €', 'quantity': '64,46', 'unit_price': '128.92'}, {'description': '€ €', 'quantity': '16', 'unit_price': '325.86'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Nettoyage de locaux; Formation professionnelle; Nettoyage de locaux,NO
FR_invoice_img_synth_022,tva_percentage,20,20,YES
FR_invoice_img_synth_022,tva_amount,8163.52,8163.52,YES
FR_invoice_img_synth_022,total_amount,48981.10,48981.10,YES
FR_invoice_img_synth_022,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_022,solde_du,48981.10,48981.10,YES
FR_invoice_img_synth_023,supplier_name,Clément SARL FACTURE,Clément SARL,YES
FR_invoice_img_synth_023,invoice_number,FC-2025-1162,FC-2025-1162,YES
FR_invoice_img_synth_023,invoice_date,07/06/2025,07/06/2025,YES
FR_invoice_img_synth_023,siret,10054932908240,10054932908240,YES
FR_invoice_img_synth_023,echeance,30/08/2025,30/08/2025,YES
FR_invoice_img_synth_023,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '—————', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle € €', 'quantity': '1', 'unit_price': '821.60'}, {'description': 'Nettoyage de locau € €', 'quantity': '18', 'unit_price': '339.60'}, {'description': 'Rédaction de contenu € €', 'quantity': '9', 'unit_price': '868.25'}, {'description': 'Licence logicielle € €', 'quantity': '2', 'unit_price': '450.56'}, {'description': 'Hébergement web € €', 'quantity': '4', 'unit_price': '295.04'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Formation professionnelle; Nettoyage de locaux; Rédaction de contenu; Licence logicielle; Hébergement web,YES
FR_invoice_img_synth_023,tva_percentage,20,20,YES
FR_invoice_img_synth_023,tva_amount,7855.01,7355.01,NO
FR_invoice_img_synth_023,total_amount,44130.06,44130.06,YES
FR_invoice_img_synth_023,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_023,solde_du,44130.06,44130.06,YES
FR_invoice_img_synth_024,supplier_name,Marie SARL,Marie SARL,YES
FR_invoice_img_synth_024,invoice_number,FAC-2024-6723,FAC-2024-6723,YES
FR_invoice_img_synth_024,invoice_date,14/09/2024,14/09/2024,YES
FR_invoice_img_synth_024,siret,15707720094418,15707720094418,YES
FR_invoice_img_synth_024,echeance,19/12/2024,19/12/2024,YES
FR_invoice_img_synth_024,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': 'Audit de sécurité € €', 'quantity': '8', 'unit_price': '633.51'}, {'description': 'Création graphique € €', 'quantity': '1', 'unit_price': '466.85'}, {'description': 'Rédaction de contenu € €', 'quantity': '6', 'unit_price': '260.52'}, {'description': 'Fourniture de matériel € €', 'quantity': '12', 'unit_price': '230.25'}, {'description': 'Hébergement web € €', 'quantity': '19', 'unit_price': '244.40'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Audit de sécurité; Création graphique; Rédaction de contenu; Fourniture de matériel; Hébergement web,YES
FR_invoice_img_synth_024,tva_percentage,20,20,YES
FR_invoice_img_synth_024,tva_amount,9567.11,9567.11,YES
FR_invoice_img_synth_024,total_amount,57402.64,57402.64,YES
FR_invoice_img_synth_024,payment_status,PAID,PAID,YES
FR_invoice_img_synth_024,solde_du,0.00,,NO
FR_invoice_img_synth_025,supplier_name,Labbé SASU,Labbé SASU,YES
FR_invoice_img_synth_025,invoice_number,FC-2024-5047,FC-2024-5047,YES
FR_invoice_img_synth_025,invoice_date,12/10/2024,12/10/2024,YES
FR_invoice_img_synth_025,siret,10361220201509,10361220201509,YES
FR_invoice_img_synth_025,echeance,08/03/2025,08/03/2025,YES
FR_invoice_img_synth_025,invoice_content,"[{'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Licence logicielle', 'quantity': '', 'unit_price': ''}, {'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '56', 'unit_price': '488.21'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FC--', 'quantity': '2024', 'unit_price': '5047'}, {'description': ""Date d'émission : //"", 'quantity': '10', 'unit_price': '2024'}, {'description': 'Échéance : //', 'quantity': '03', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '33', 'unit_price': '308.88'}, {'description': '€ €', 'quantity': '4', 'unit_price': '874.03'}, {'description': '€ €', 'quantity': '2', 'unit_price': '489.52'}, {'description': '€ €', 'quantity': '6', 'unit_price': '401.08'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Installation réseau; Licence logicielle; Formation professionnelle,NO
FR_invoice_img_synth_025,tva_percentage,20,20,YES
FR_invoice_img_synth_025,tva_amount,9414.70,9414.70,YES
FR_invoice_img_synth_025,total_amount,56488.21,56488.21,YES
FR_invoice_img_synth_025,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_025,solde_du,56488.21,56488.21,YES
FR_invoice_img_synth_026,supplier_name,Schneider SA FACTURE,Schneider SA,YES
FR_invoice_img_synth_026,invoice_number,,FAC-2025-8557,NO
FR_invoice_img_synth_026,invoice_date,23/11/2025,23/11/2025,YES
FR_invoice_img_synth_026,siret,54049549296335,54049549296335,YES
FR_invoice_img_synth_026,echeance,22/02/2026,22/02/2026,YES
FR_invoice_img_synth_026,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————————————_—', 'quantity': '', 'unit_price': ''}, {'description': 'Nettoyage de locau € €', 'quantity': '3', 'unit_price': '055.32'}, {'description': 'Création graphique € €', 'quantity': '9', 'unit_price': '501.57'}, {'description': 'Licence logicielle € €', 'quantity': '19', 'unit_price': '632.69'}, {'description': 'Rédaction de contenu € €', 'quantity': '1', 'unit_price': '730.12'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Nettoyage de locaux; Création graphique; Licence logicielle; Rédaction de contenu,YES
FR_invoice_img_synth_026,tva_percentage,20,20,YES
FR_invoice_img_synth_026,tva_amount,6783.94,6783.94,YES
FR_invoice_img_synth_026,total_amount,40703.64,40703.64,YES
FR_invoice_img_synth_026,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_026,solde_du,40703.64,40703.64,YES
FR_invoice_img_synth_027,supplier_name,Pichon EURL FACTURE,Pichon EURL,YES
FR_invoice_img_synth_027,invoice_number,,FC-2025-8593,NO
FR_invoice_img_synth_027,invoice_date,13/03/2025,13/03/2025,YES
FR_invoice_img_synth_027,siret,03131683277317,03131683277317,YES
FR_invoice_img_synth_027,echeance,20/03/2025,20/03/2025,YES
FR_invoice_img_synth_027,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————————_————_', 'quantity': '', 'unit_price': ''}, {'description': ""Location d'équipement € €"", 'quantity': '25', 'unit_price': '911.60'}, {'description': 'Création graphique € €', 'quantity': '8', 'unit_price': '168.49'}, {'description': 'Fourniture de matériel € €', 'quantity': '22', 'unit_price': '991.80'}, {'description': 'Prestation de conseil € €', 'quantity': '82', 'unit_price': '072.88'}, {'description': 'Fourniture de matériel € €', 'quantity': '11', 'unit_price': '764.62'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Location d'équipement; Création graphique; Fourniture de matériel; Prestation de conseil; Fourniture de matériel,YES
FR_invoice_img_synth_027,tva_percentage,5.5,5.5,YES
FR_invoice_img_synth_027,tva_amount,5549.99,5549.99,YES
FR_invoice_img_synth_027,total_amount,106458.88,106458.88,YES
FR_invoice_img_synth_027,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_027,solde_du,106458.88,106458.88,YES
FR_invoice_img_synth_028,supplier_name,Menard SAS,Menard SAS,YES
FR_invoice_img_synth_028,invoice_number,,FAC-2024-1066,NO
FR_invoice_img_synth_028,invoice_date,02/07/2024,02/07/2024,YES
FR_invoice_img_synth_028,siret,54764277252874,54764277252874,YES
FR_invoice_img_synth_028,echeance,27/11/2025,27/11/2025,YES
FR_invoice_img_synth_028,invoice_content,"[{'description': ""Location d'équipement"", 'quantity': '', 'unit_price': ''}, {'description': 'Support technique', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FAC--', 'quantity': '2024', 'unit_price': '1066'}, {'description': 'Date facture : //', 'quantity': '07', 'unit_price': '2024'}, {'description': ""Date d'échéance : //"", 'quantity': '11', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '19', 'unit_price': '978.77'}, {'description': '€ €', 'quantity': '84', 'unit_price': '037.74'}, {'description': '€ €', 'quantity': '10', 'unit_price': '160.78'}, {'description': '€ €', 'quantity': '8', 'unit_price': '010.20'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Location d'équipement; Support technique; Fourniture de matériel; Prestation de conseil,NO
FR_invoice_img_synth_028,tva_percentage,20,20,YES
FR_invoice_img_synth_028,tva_amount,18437.50,13437.50,NO
FR_invoice_img_synth_028,total_amount,80624.99,80624.99,YES
FR_invoice_img_synth_028,payment_status,PAID,PAID,YES
FR_invoice_img_synth_028,solde_du,0.00,,NO
FR_invoice_img_synth_029,supplier_name,Blin SCI,Blin SCI,YES
FR_invoice_img_synth_029,invoice_number,FC-2025-3805,FC-2025-3805,YES
FR_invoice_img_synth_029,invoice_date,22/05/2025,22/05/2025,YES
FR_invoice_img_synth_029,siret,33054237441665,33054237441665,YES
FR_invoice_img_synth_029,echeance,25/11/2025,25/11/2025,YES
FR_invoice_img_synth_029,invoice_content,"[{'description': 'Transport de marchandises', 'quantity': '', 'unit_price': ''}, {'description': 'Prestation de conseil', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Hébergement web', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FC--', 'quantity': '2025', 'unit_price': '3805'}, {'description': 'Date : //', 'quantity': '05', 'unit_price': '2025'}, {'description': 'Date limite de paiement : //', 'quantity': '11', 'unit_price': '2025'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '29', 'unit_price': '340.22'}, {'description': '€ €', 'quantity': '82', 'unit_price': '247.60'}, {'description': '€ €', 'quantity': '1', 'unit_price': '121.94'}, {'description': '€ €', 'quantity': '44', 'unit_price': '197.44'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Transport de marchandises; Prestation de conseil; Développement logiciel; Hébergement web,NO
FR_invoice_img_synth_029,tva_percentage,20,20,YES
FR_invoice_img_synth_029,tva_amount,21381.44,21381.44,YES
FR_invoice_img_synth_029,total_amount,128288.64,128288.64,YES
FR_invoice_img_synth_029,payment_status,PAID,PAID,YES
FR_invoice_img_synth_029,solde_du,0.00,,NO
FR_invoice_img_synth_030,supplier_name,Hubert SAS,Hubert SAS,YES
FR_invoice_img_synth_030,invoice_number,,FAC-2025-4707,NO
FR_invoice_img_synth_030,invoice_date,26/12/2025,26/12/2025,YES
FR_invoice_img_synth_030,siret,90322837800508,90322837800508,YES
FR_invoice_img_synth_030,echeance,17/06/2026,17/06/2026,YES
FR_invoice_img_synth_030,invoice_content,"[{'description': 'Formation professionnelle', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Installation réseau', 'quantity': '', 'unit_price': ''}, {'description': 'Fourniture de matériel', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Non payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '77', 'unit_price': '444.95'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Numéro de facture : FAC--', 'quantity': '2025', 'unit_price': '4707'}, {'description': 'Date : //', 'quantity': '12', 'unit_price': '2025'}, {'description': ""Date d'échéance : //"", 'quantity': '06', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '5', 'unit_price': '936.31'}, {'description': '€ €', 'quantity': '19', 'unit_price': '828.83'}, {'description': '€ €', 'quantity': '11', 'unit_price': '469.38'}, {'description': '€ €', 'quantity': '27', 'unit_price': '302.94'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Formation professionnelle; Maintenance annuelle; Installation réseau; Fourniture de matériel,NO
FR_invoice_img_synth_030,tva_percentage,20,20,YES
FR_invoice_img_synth_030,tva_amount,12907.49,12907.49,YES
FR_invoice_img_synth_030,total_amount,77444.95,77444.95,YES
FR_invoice_img_synth_030,payment_status,PAID,UNPAID,NO
FR_invoice_img_synth_030,solde_du,77444.95,77444.95,YES
FR_invoice_img_synth_031,supplier_name,Labbé SASU FACTURE,Labbé SASU,YES
FR_invoice_img_synth_031,invoice_number,,FAC-2025-3783,NO
FR_invoice_img_synth_031,invoice_date,17/11/2025,17/11/2025,YES
FR_invoice_img_synth_031,siret,67717257728928,67717257728928,YES
FR_invoice_img_synth_031,echeance,02/08/2026,02/08/2026,YES
FR_invoice_img_synth_031,invoice_content,"[{'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '————_————_————__—', 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel € €', 'quantity': '12', 'unit_price': '172.68'}, {'description': 'Création graphique € €', 'quantity': '5', 'unit_price': '543.00'}, {'description': 'Audit de sécurité € €', 'quantity': '13', 'unit_price': '108.84'}, {'description': 'Développement logiciel € €', 'quantity': '9', 'unit_price': '692.04'}, {'description': 'Création graphique € €', 'quantity': '6', 'unit_price': '193.08'}, {'description': 'Maintenance annuelle € €', 'quantity': '7', 'unit_price': '420.53'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Développement logiciel; Création graphique; Audit de sécurité; Développement logiciel; Création graphique; Maintenance annuelle,YES
FR_invoice_img_synth_031,tva_percentage,5.5,5.5,YES
FR_invoice_img_synth_031,tva_amount,297,2977.13,NO
FR_invoice_img_synth_031,total_amount,57106.80,57106.80,YES
FR_invoice_img_synth_031,payment_status,PAID,PAID,YES
FR_invoice_img_synth_031,solde_du,0.00,,NO
FR_invoice_img_synth_032,supplier_name,Pinto EURL,Pinto EURL,YES
FR_invoice_img_synth_032,invoice_number,FC-2026-3356,FC-2026-3356,YES
FR_invoice_img_synth_032,invoice_date,07/02/2026,07/02/2026,YES
FR_invoice_img_synth_032,siret,15532021443685,15532021443685,YES
FR_invoice_img_synth_032,echeance,13/05/2026,13/05/2026,YES
FR_invoice_img_synth_032,invoice_content,"[{'description': ""Location d'équipement"", 'quantity': '', 'unit_price': ''}, {'description': 'Développement logiciel', 'quantity': '', 'unit_price': ''}, {'description': 'Audit de sécurité', 'quantity': '', 'unit_price': ''}, {'description': 'Maintenance annuelle', 'quantity': '', 'unit_price': ''}, {'description': 'Support technique', 'quantity': '', 'unit_price': ''}, {'description': 'Statut : Payé', 'quantity': '', 'unit_price': ''}, {'description': 'Solde dû : €', 'quantity': '', 'unit_price': '0.00'}, {'description': 'FACTURE', 'quantity': '', 'unit_price': ''}, {'description': 'Facture N° : FC--', 'quantity': '2026', 'unit_price': '3356'}, {'description': 'Date facture : //', 'quantity': '02', 'unit_price': '2026'}, {'description': ""Date d'échéance : //"", 'quantity': '05', 'unit_price': '2026'}, {'description': 'Quantité Prix Unitaire Total', 'quantity': '', 'unit_price': ''}, {'description': '€ €', 'quantity': '2', 'unit_price': '783.82'}, {'description': '€ €', 'quantity': '17', 'unit_price': '265.93'}, {'description': '€ €', 'quantity': '19,18', 'unit_price': '517.86'}, {'description': '€ €', 'quantity': '2', 'unit_price': '938.82'}, {'description': '€ €', 'quantity': '14', 'unit_price': '500.80'}, {'description': 'Sous-', 'quantity': '', 'unit_price': ''}]",Location d'équipement; Développement logiciel; Audit de sécurité; Maintenance annuelle; Support technique,NO
FR_invoice_img_synth_032,tva_percentage,20,20,YES
FR_invoice_img_synth_032,tva_amount,7601.35,7601.35,YES
FR_invoice_img_synth_032,total_amount,45608.08,45608.08,YES
FR_invoice_img_synth_032,payment_status,PAID,PAID,YES
FR_invoice_img_synth_032,solde_du,0.00,,NO
FR_invoice_img_synth_033,supplier_name,Chevalier SARL,Chevalier SARL,YES
FR_invoice_img_synth_033,invoice_number,Facture,F-2024-7361,NO
FR_invoice_img_synth_033,invoice_date,08/12/2024,08/12/2024,YES
FR_invoice_img_synth_033,siret,76725832111819,76725832111819,YES
